table	guest_number	guest_type	dish	timestamp
62	5	man	189	17:36:21.392965
62	5	man	92	17:36:21.392986
62	6	man	200	17:36:21.393007
62	6	man	208	17:36:21.393027
62	6	man	104	17:36:21.393067
62	7	man	233	17:36:21.393471
62	7	man	262	17:36:21.393515
62	7	man	240	17:36:21.393540
63	1	man	233	17:37:23.945410
63	1	man	242	17:37:23.945505
63	1	man	94	17:37:23.945577
63	2	woman	256	17:37:23.945600
63	2	woman	140	17:37:23.945617
63	2	woman	202	17:37:23.945632
63	2	woman	365	17:37:23.945682
64	1	man	223	17:38:26.880923
64	1	man	246	17:38:26.881060
64	1	man	77	17:38:26.881106
64	2	man	234	17:38:26.881143
64	2	man	252	17:38:26.881177
64	2	man	85	17:38:26.881261
65	1	woman	72	17:39:30.203719
65	1	woman	68	17:39:30.203815
65	2	woman	223	17:39:30.203845
65	2	woman	65	17:39:30.203863
66	1	man	179	17:40:33.916243
66	1	man	210	17:40:33.916344
66	1	man	65	17:40:33.916419
66	2	man	221	17:40:33.916464
66	2	man	241	17:40:33.916485
66	2	man	27	17:40:33.916516
66	3	man	223	17:40:33.916538
66	3	man	157	17:40:33.916608
66	3	man	110	17:40:33.916632
66	4	woman	169	17:40:33.916661
66	4	woman	55	17:40:33.916684
66	4	woman	145	17:40:33.916713
67	1	man	193	17:41:38.854096
67	1	man	30	17:41:38.854256
67	1	man	161	17:41:38.854284
67	2	man	238	17:41:38.854306
67	2	man	240	17:41:38.854325
67	2	man	108	17:41:38.854392
68	1	woman	58	17:42:44.211423
68	1	woman	69	17:42:44.211519
68	2	man	221	17:42:44.211550
68	2	man	255	17:42:44.211572
68	2	man	291	17:42:44.211637
69	1	woman	72	17:43:49.992548
69	1	woman	264	17:43:49.992609
69	2	man	233	17:43:49.992629
69	2	man	245	17:43:49.992643
69	2	man	12	17:43:49.992686
70	1	man	223	17:44:56.215738
70	1	man	243	17:44:56.215807
70	1	man	62	17:44:56.215864
71	1	woman	243	17:46:02.434044
71	1	woman	145	17:46:02.434146
71	1	woman	198	17:46:02.434200
71	1	woman	392	17:46:02.434329
71	2	woman	210	17:46:02.434358
71	2	woman	198	17:46:02.434373
71	2	woman	314	17:46:02.434403
71	3	woman	68	17:46:02.434423
71	3	woman	261	17:46:02.434440
71	4	man	174	17:46:02.434460
71	4	man	210	17:46:02.434475
71	4	man	51	17:46:02.434529
71	5	woman	172	17:46:02.434546
71	5	woman	58	17:46:02.434560
71	5	woman	143	17:46:02.434579
71	6	man	181	17:46:02.434593
71	6	man	209	17:46:02.434603
71	6	man	101	17:46:02.434622
72	1	woman	235	17:47:10.960456
72	1	woman	265	17:47:10.960556
72	1	woman	125	17:47:10.960587
72	2	woman	121	17:47:10.960613
72	2	woman	143	17:47:10.960626
73	1	man	204	17:48:19.973972
73	1	man	148	17:48:19.974030
73	1	man	106	17:48:19.974047
73	2	man	234	17:48:19.974065
73	2	man	258	17:48:19.974077
74	1	man	200	17:49:29.482536
74	1	man	210	17:49:29.482687
74	1	man	61	17:49:29.482851
74	2	man	233	17:49:29.482909
74	2	man	242	17:49:29.482925
74	2	man	47	17:49:29.482981
74	3	man	212	17:49:29.482999
74	3	man	198	17:49:29.483013
74	3	man	92	17:49:29.483038
74	4	man	226	17:49:29.483058
74	4	man	184	17:49:29.483072
74	4	man	102	17:49:29.483083
74	4	man	96	17:49:29.483095
74	5	woman	149	17:49:29.483110
74	5	woman	161	17:49:29.483134
74	5	woman	329	17:49:29.483180
74	6	man	233	17:49:29.483194
74	6	man	264	17:49:29.483207
74	7	man	213	17:49:29.483220
74	7	man	198	17:49:29.483231
74	7	man	84	17:49:29.483255
74	8	man	234	17:49:29.483269
74	8	man	250	17:49:29.483281
74	8	man	15	17:49:29.483303
74	9	man	218	17:49:29.483317
74	9	man	240	17:49:29.483329
74	9	man	334	17:49:29.483352
75	1	woman	75	17:50:43.246601
75	1	woman	63	17:50:43.246699
75	2	woman	237	17:50:43.246727
75	2	woman	246	17:50:43.246747
75	2	woman	315	17:50:43.246809
76	1	man	233	17:51:57.581459
76	1	man	263	17:51:57.581563
76	2	man	223	17:51:57.581609
76	2	man	162	17:51:57.581646
76	2	man	110	17:51:57.581678
77	1	man	225	17:53:12.506487
77	1	man	190	17:53:12.506552
77	1	man	93	17:53:12.506569
77	2	man	220	17:53:12.506585
77	2	man	254	17:53:12.506598
77	2	man	310	17:53:12.506651
77	3	man	233	17:53:12.506665
77	3	man	258	17:53:12.506676
77	3	man	250	17:53:12.506686
78	1	woman	159	17:54:28.643977
78	1	woman	276	17:54:28.644077
78	1	woman	115	17:54:28.644104
78	2	man	220	17:54:28.644127
78	2	man	244	17:54:28.644187
78	2	man	404	17:54:28.644238
79	1	man	227	17:55:45.408705
79	1	man	256	17:55:45.408860
79	1	man	36	17:55:45.408966
79	2	man	235	17:55:45.409007
79	2	man	200	17:55:45.409040
79	2	man	17	17:55:45.409065
79	3	man	223	17:55:45.409089
79	3	man	165	17:55:45.409113
79	3	man	109	17:55:45.409123
80	1	man	173	17:57:03.466279
80	1	man	206	17:57:03.466409
80	1	man	91	17:57:03.466523
80	2	woman	207	17:57:03.466591
80	2	woman	162	17:57:03.466609
80	2	woman	138	17:57:03.466627
81	1	man	223	17:58:22.193878
81	1	man	245	17:58:22.193941
81	1	man	36	17:58:22.193989
81	2	woman	57	17:58:22.194026
81	2	woman	73	17:58:22.194038
81	3	man	202	17:58:22.194052
81	3	man	30	17:58:22.194061
81	3	man	165	17:58:22.194072
81	4	man	214	17:58:22.194084
81	4	man	200	17:58:22.194093
81	4	man	65	17:58:22.194114
81	5	man	227	17:58:22.194126
81	5	man	240	17:58:22.194137
81	5	man	34	17:58:22.194157
81	6	man	236	17:58:22.194169
81	6	man	195	17:58:22.194178
81	6	man	18	17:58:22.194187
81	7	woman	222	17:58:22.194198
81	7	woman	63	17:58:22.194207
81	8	man	222	17:58:22.194217
81	8	man	250	17:58:22.194227
81	8	man	77	17:58:22.194236
81	9	man	203	17:58:22.194247
81	9	man	153	17:58:22.194257
81	9	man	105	17:58:22.194266
81	10	woman	160	17:58:22.194277
81	10	woman	337	17:58:22.194310
81	11	man	235	17:58:22.194323
81	11	man	243	17:58:22.194332
81	11	man	17	17:58:22.194352
81	12	man	222	17:58:22.194362
81	12	man	246	17:58:22.194371
81	12	man	26	17:58:22.194390
82	1	woman	162	17:59:49.200730
82	1	woman	279	17:59:49.200855
82	2	man	221	17:59:49.200878
82	2	man	243	17:59:49.200893
82	2	man	361	17:59:49.200915
83	1	man	233	18:01:17.055629
83	1	man	258	18:01:17.055717
83	2	man	225	18:01:17.055746
83	2	man	189	18:01:17.055765
83	2	man	95	18:01:17.055780
83	3	man	233	18:01:17.055797
83	3	man	262	18:01:17.055810
83	3	man	252	18:01:17.055826
83	4	man	233	18:01:17.055841
83	4	man	245	18:01:17.055873
83	4	man	96	18:01:17.055926
83	5	woman	167	18:01:17.055940
83	5	woman	193	18:01:17.055951
83	5	woman	288	18:01:17.056000
83	6	man	233	18:01:17.056012
83	6	man	257	18:01:17.056023
83	6	man	254	18:01:17.056033
84	1	man	194	18:02:49.457764
84	1	man	30	18:02:49.457827
84	1	man	156	18:02:49.457846
84	2	woman	237	18:02:49.457861
84	2	woman	266	18:02:49.457873
84	2	woman	126	18:02:49.457891
85	1	woman	241	18:04:22.840833
85	1	woman	132	18:04:22.840897
85	1	woman	194	18:04:22.840915
85	1	woman	368	18:04:22.840956
85	2	man	226	18:04:22.840973
85	2	man	243	18:04:22.840984
85	2	man	57	18:04:22.841019
86	1	man	236	18:05:57.237091
86	1	man	251	18:05:57.237161
86	1	man	94	18:05:57.237215
86	2	man	221	18:05:57.237234
86	2	man	255	18:05:57.237248
86	2	man	69	18:05:57.237272
87	1	woman	73	18:07:32.668682
87	1	woman	257	18:07:32.668748
87	2	child	447	18:07:32.668795
87	2	child	445	18:07:32.668809
87	2	child	469	18:07:32.668829
87	3	man	221	18:07:32.668843
87	3	man	245	18:07:32.668855
87	3	man	340	18:07:32.668898
87	4	woman	119	18:07:32.668913
87	4	woman	414	18:07:32.668937
88	1	woman	239	18:09:11.412432
88	1	woman	265	18:09:11.412495
88	1	woman	119	18:09:11.412519
88	2	man	224	18:09:11.412542
88	2	man	185	18:09:11.412556
88	2	man	95	18:09:11.412567
88	3	man	238	18:09:11.412579
88	3	man	202	18:09:11.412591
88	3	man	19	18:09:11.412600
88	4	man	225	18:09:11.412611
88	4	man	184	18:09:11.412620
88	4	man	96	18:09:11.412630
89	1	man	235	18:10:53.740942
89	1	man	196	18:10:53.741006
89	1	man	18	18:10:53.741023
89	2	woman	235	18:10:53.741038
89	2	woman	266	18:10:53.741050
89	2	woman	129	18:10:53.741067
89	3	man	227	18:10:53.741081
89	3	man	183	18:10:53.741092
89	3	man	100	18:10:53.741102
89	3	man	95	18:10:53.741112
90	1	woman	180	18:12:38.645933
90	1	woman	58	18:12:38.646073
90	1	woman	116	18:12:38.646112
90	2	man	197	18:12:38.646140
90	2	man	30	18:12:38.646160
90	2	man	164	18:12:38.646181
90	3	woman	205	18:12:38.646204
90	3	woman	202	18:12:38.646222
90	3	woman	325	18:12:38.646286
90	4	woman	160	18:12:38.646309
90	4	woman	289	18:12:38.646330
90	4	woman	117	18:12:38.646348
90	5	woman	176	18:12:38.646369
90	5	woman	56	18:12:38.646387
90	5	woman	116	18:12:38.646408
90	6	child	445	18:12:38.646431
90	6	child	466	18:12:38.646452
90	7	man	199	18:12:38.646807
90	7	man	30	18:12:38.646840
90	7	man	159	18:12:38.646858
90	8	woman	208	18:12:38.646874
90	8	woman	201	18:12:38.646885
90	8	woman	347	18:12:38.646914
91	1	man	192	18:14:33.810776
91	1	man	203	18:14:33.810857
91	1	man	74	18:14:33.810927
91	2	woman	209	18:14:33.810944
91	2	woman	197	18:14:33.810956
91	2	woman	291	18:14:33.810996
91	3	woman	235	18:14:33.811011
91	3	woman	251	18:14:33.811024
91	3	woman	332	18:14:33.811044
91	4	man	218	18:14:33.811058
91	4	man	240	18:14:33.811069
91	4	man	305	18:14:33.811088
91	5	man	195	18:14:33.811100
91	5	man	30	18:14:33.811109
91	5	man	163	18:14:33.811121
91	6	woman	223	18:14:33.811133
91	6	woman	63	18:14:33.811143
91	7	woman	256	18:14:33.811155
91	7	woman	135	18:14:33.811167
91	7	woman	195	18:14:33.811177
91	7	woman	293	18:14:33.811196
91	8	man	221	18:14:33.811207
91	8	man	247	18:14:33.811217
91	8	man	440	18:14:33.811254
91	9	woman	248	18:14:33.811266
91	9	woman	139	18:14:33.811276
91	9	woman	193	18:14:33.811286
91	9	woman	364	18:14:33.811306
91	10	woman	205	18:14:33.811318
91	10	woman	198	18:14:33.811327
91	10	woman	410	18:14:33.811346
91	11	man	218	18:14:33.811357
91	11	man	253	18:14:33.811366
91	11	man	104	18:14:33.811387
91	12	man	233	18:14:33.811399
91	12	man	240	18:14:33.811408
91	12	man	4	18:14:33.811427
92	1	woman	56	18:16:50.244583
92	1	woman	59	18:16:50.244682
92	2	man	228	18:16:50.244714
92	2	man	255	18:16:50.244735
92	2	man	90	18:16:50.244799
93	1	man	222	18:19:09.037941
93	1	man	250	18:19:09.038047
93	1	man	78	18:19:09.038072
93	2	woman	158	18:19:09.038099
93	2	woman	276	18:19:09.038122
93	2	woman	114	18:19:09.038141
94	1	woman	237	18:21:30.325078
94	1	woman	256	18:21:30.325182
94	1	woman	415	18:21:30.325292
94	2	woman	204	18:21:30.325318
94	2	woman	193	18:21:30.325336
94	2	woman	340	18:21:30.325421
94	3	man	214	18:21:30.325444
94	3	man	245	18:21:30.325459
94	3	man	24	18:21:30.325516
94	4	woman	208	18:21:30.325532
94	4	woman	200	18:21:30.325546
94	4	woman	358	18:21:30.325575
94	5	woman	166	18:21:30.325613
94	5	woman	133	18:21:30.325630
94	6	woman	66	18:21:30.325647
94	6	woman	263	18:21:30.325662
95	1	man	214	18:24:05.870253
95	1	man	246	18:24:05.870319
95	1	man	52	18:24:05.870372
95	2	woman	235	18:24:05.870388
95	2	woman	409	18:24:05.870423
95	2	woman	166	18:24:05.870436
95	3	man	233	18:24:05.870449
95	3	man	264	18:24:05.870460
95	3	man	243	18:24:05.870471
95	4	man	223	18:24:05.870482
95	4	man	165	18:24:05.870492
95	4	man	109	18:24:05.870500
95	5	man	195	18:24:05.870512
95	5	man	206	18:24:05.870522
95	5	man	67	18:24:05.870574
95	6	woman	205	18:24:05.870590
95	6	woman	156	18:24:05.870602
95	6	woman	144	18:24:05.870617
95	7	man	217	18:24:05.870666
95	7	man	245	18:24:05.870679
95	7	man	424	18:24:05.870700
96	1	child	124	18:27:03.352030
96	1	child	468	18:27:03.352139
96	2	man	220	18:27:03.352201
96	2	man	248	18:27:03.352221
96	2	man	440	18:27:03.352284
97	1	man	223	18:30:05.196702
97	1	man	242	18:30:05.196825
97	1	man	21	18:30:05.196939
97	2	man	232	18:30:05.197017
97	2	man	243	18:30:05.197038
97	2	man	104	18:30:05.197067
97	3	woman	58	18:30:05.197084
97	3	woman	57	18:30:05.197096
97	4	woman	210	18:30:05.197112
97	4	woman	167	18:30:05.197127
97	4	woman	114	18:30:05.197147
97	5	woman	165	18:30:05.197161
97	5	woman	276	18:30:05.197179
97	5	woman	128	18:30:05.197192
97	6	man	212	18:30:05.197208
97	6	man	202	18:30:05.197222
97	6	man	27	18:30:05.197245
97	7	man	239	18:30:05.197258
97	7	man	194	18:30:05.197269
97	7	man	17	18:30:05.197277
97	8	woman	115	18:30:05.197304
97	8	woman	134	18:30:05.197315
97	9	man	222	18:30:05.197325
97	9	man	156	18:30:05.197335
97	9	man	109	18:30:05.197345
98	1	man	221	18:33:53.118753
98	1	man	253	18:33:53.118833
98	1	man	96	18:33:53.118894
98	2	man	211	18:33:53.119007
98	2	man	202	18:33:53.119028
98	2	man	28	18:33:53.119062
98	3	woman	198	18:33:53.119081
98	3	woman	317	18:33:53.119129
98	4	man	225	18:33:53.119164
98	4	man	191	18:33:53.119184
98	4	man	89	18:33:53.119199
98	5	woman	59	18:33:53.119216
98	5	woman	60	18:33:53.119230
99	1	woman	239	18:38:15.352995
99	1	woman	265	18:38:15.353091
99	1	woman	139	18:38:15.353121
99	2	woman	156	18:38:15.353139
99	2	woman	278	18:38:15.353155
99	2	woman	115	18:38:15.353167
100	1	woman	235	18:42:48.269726
100	1	woman	245	18:42:48.269849
100	1	woman	437	18:42:48.269948
100	2	man	231	18:42:48.269986
100	2	man	188	18:42:48.270014
100	2	man	103	18:42:48.270040
100	2	man	97	18:42:48.270062
100	3	man	226	18:42:48.270086
100	3	man	182	18:42:48.270109
100	3	man	98	18:42:48.270132
100	3	man	94	18:42:48.270153
100	4	man	233	18:42:48.270178
100	4	man	264	18:42:48.270203
101	1	woman	67	18:48:00.989715
101	1	woman	62	18:48:00.989795
101	2	man	192	18:48:00.989824
101	2	man	30	18:48:00.989842
101	2	man	168	18:48:00.989863
101	3	woman	168	18:48:00.989879
101	3	woman	142	18:48:00.989893
101	4	man	215	18:48:00.989910
101	4	man	248	18:48:00.989923
101	4	man	87	18:48:00.989973
101	5	woman	207	18:48:00.989990
101	5	woman	194	18:48:00.990002
101	5	woman	356	18:48:00.990043
101	6	man	223	18:48:00.990058
101	6	man	168	18:48:00.990071
101	6	man	109	18:48:00.990083
101	7	man	227	18:48:00.990097
101	7	man	185	18:48:00.990110
101	7	man	104	18:48:00.990121
101	7	man	89	18:48:00.990133
101	8	man	233	18:48:00.990150
101	8	man	247	18:48:00.990163
101	8	man	44	18:48:00.990189
101	9	man	221	18:48:00.990206
101	9	man	248	18:48:00.990218
101	9	man	298	18:48:00.990439
102	1	man	220	18:56:50.036823
102	1	man	240	18:56:50.036971
102	1	man	369	18:56:50.037062
103	1	woman	120	19:05:39.005267
103	1	woman	428	19:05:39.005431
103	2	man	213	19:05:39.005465
103	2	man	254	19:05:39.005487
103	2	man	60	19:05:39.005552
103	3	woman	238	19:05:39.005575
103	3	woman	250	19:05:39.005593
103	3	woman	365	19:05:39.005625
103	4	man	195	19:05:39.005648
103	4	man	30	19:05:39.005664
103	4	man	164	19:05:39.005683
103	5	man	233	19:05:39.005703
103	5	man	259	19:05:39.005721
103	6	man	221	19:05:39.005740
103	6	man	242	19:05:39.005757
103	6	man	56	19:05:39.005790
103	7	woman	239	19:05:39.005809
103	7	woman	244	19:05:39.005826
103	7	woman	427	19:05:39.005856
103	8	man	230	19:05:39.005880
103	8	man	187	19:05:39.005899
103	8	man	101	19:05:39.005915
103	8	man	90	19:05:39.005931
103	9	woman	236	19:05:39.005949
103	9	woman	300	19:05:39.005979
103	9	woman	162	19:05:39.005997
103	10	woman	164	19:05:39.006015
103	10	woman	275	19:05:39.006045
103	11	woman	166	19:05:39.006064
103	11	woman	137	19:05:39.006084
104	1	man	208	20:30:00.007249
104	1	man	147	20:30:00.007361
104	1	man	108	20:30:00.007381
104	2	woman	147	20:30:00.007396
104	2	woman	164	20:30:00.007410
104	2	woman	330	20:30:00.007474
104	3	man	235	20:30:00.007490
104	3	man	249	20:30:00.007503
104	3	man	37	20:30:00.007552
104	4	man	233	20:30:00.007565
104	4	man	255	20:30:00.007576
104	4	man	95	20:30:00.007598
104	5	woman	239	20:30:00.007610
104	5	woman	253	20:30:00.007620
104	5	woman	420	20:30:00.007656
104	6	man	216	20:30:00.007670
104	6	man	250	20:30:00.007681
104	6	man	80	20:30:00.007701
104	7	man	223	20:30:00.007713
104	7	man	249	20:30:00.007724
104	7	man	33	20:30:00.007744
104	8	man	223	20:30:00.007765
104	8	man	252	20:30:00.007776
104	8	man	27	20:30:00.007796
105	1	woman	61	20:31:01.276107
105	1	woman	262	20:31:01.276206
105	2	man	197	20:31:01.276236
105	2	man	30	20:31:01.276252
105	2	man	167	20:31:01.276269
105	3	woman	128	20:31:01.276288
105	3	woman	139	20:31:01.276305
106	1	woman	222	20:32:03.398615
106	1	woman	60	20:32:03.398727
106	2	man	207	20:32:03.398760
106	2	man	146	20:32:03.398776
106	2	man	105	20:32:03.398789
107	1	woman	74	20:33:05.959319
107	1	woman	65	20:33:05.959414
107	2	man	226	20:33:05.959438
107	2	man	253	20:33:05.959454
107	2	man	31	20:33:05.959510
107	3	woman	204	20:33:05.959526
107	3	woman	162	20:33:05.959539
107	3	woman	114	20:33:05.959555
107	4	woman	73	20:33:05.959567
107	4	woman	71	20:33:05.959578
107	5	man	228	20:33:05.959589
107	5	man	245	20:33:05.959600
107	5	man	20	20:33:05.959621
107	6	man	215	20:33:05.959634
107	6	man	245	20:33:05.959645
107	6	man	69	20:33:05.960077
107	7	woman	236	20:33:05.960121
107	7	woman	247	20:33:05.960137
107	7	woman	412	20:33:05.960184
107	8	man	223	20:33:05.960199
107	8	man	242	20:33:05.960210
107	8	man	107	20:33:05.960232
108	1	man	225	20:34:11.795531
108	1	man	250	20:34:11.795630
108	1	man	300	20:34:11.795702
108	2	man	201	20:34:11.795722
108	2	man	210	20:34:11.795735
108	2	man	33	20:34:11.795782
108	3	woman	226	20:34:11.795798
108	3	woman	243	20:34:11.795809
108	3	woman	58	20:34:11.795820
108	4	man	237	20:34:11.795833
108	4	man	194	20:34:11.795843
108	4	man	17	20:34:11.795853
108	5	man	223	20:34:11.795865
108	5	man	242	20:34:11.795875
108	5	man	103	20:34:11.795896
108	6	man	225	20:34:11.795909
108	6	man	242	20:34:11.795919
108	6	man	402	20:34:11.795940
108	7	man	176	20:34:11.795955
108	7	man	205	20:34:11.795965
108	7	man	104	20:34:11.795986
108	8	man	224	20:34:11.795998
108	8	man	187	20:34:11.796010
108	8	man	90	20:34:11.796020
108	9	woman	175	20:34:11.796032
108	9	woman	59	20:34:11.796042
108	9	woman	134	20:34:11.796058
108	10	woman	193	20:34:11.796070
108	10	woman	296	20:34:11.796090
109	1	man	224	20:35:22.412437
109	1	man	251	20:35:22.412526
109	1	man	376	20:35:22.412590
109	2	woman	193	20:35:22.412613
109	2	woman	309	20:35:22.412639
110	1	man	220	20:36:33.605556
110	1	man	240	20:36:33.605683
110	1	man	96	20:36:33.605756
110	2	man	223	20:36:33.605780
110	2	man	250	20:36:33.605797
110	2	man	90	20:36:33.605826
110	3	man	228	20:36:33.605846
110	3	man	187	20:36:33.605863
110	3	man	101	20:36:33.605876
110	3	man	96	20:36:33.605890
111	1	woman	56	20:37:45.997601
111	1	woman	62	20:37:45.997712
111	2	man	223	20:37:45.997744
111	2	man	167	20:37:45.997765
111	2	man	111	20:37:45.997781
111	3	man	224	20:37:45.997800
111	3	man	184	20:37:45.997817
111	3	man	88	20:37:45.997831
112	1	woman	194	20:38:59.642083
112	1	woman	299	20:38:59.642247
112	2	man	223	20:38:59.642278
112	2	man	244	20:38:59.642298
112	2	man	79	20:38:59.642313
112	3	woman	173	20:38:59.642333
112	3	woman	55	20:38:59.642353
112	3	woman	124	20:38:59.642375
113	1	man	223	20:40:14.588365
113	1	man	162	20:40:14.588649
113	1	man	111	20:40:14.589067
113	2	man	218	20:40:14.589122
113	2	man	248	20:40:14.589150
113	2	man	94	20:40:14.589212
113	3	woman	255	20:40:14.589235
113	3	woman	139	20:40:14.589255
113	3	woman	194	20:40:14.589274
113	3	woman	349	20:40:14.589327
113	4	man	202	20:40:14.589392
113	4	man	206	20:40:14.589443
113	4	man	64	20:40:14.589499
113	5	woman	55	20:40:14.589840
113	5	woman	61	20:40:14.589923
114	1	man	225	20:41:32.313557
114	1	man	186	20:41:32.313645
114	1	man	89	20:41:32.313664
114	2	man	222	20:41:32.313684
114	2	man	248	20:41:32.313701
114	2	man	15	20:41:32.313765
115	1	woman	235	20:42:50.768775
115	1	woman	240	20:42:50.768895
115	1	woman	388	20:42:50.768995
115	2	man	228	20:42:50.769034
115	2	man	252	20:42:50.769060
115	2	man	101	20:42:50.769141
116	1	woman	238	20:44:09.983656
116	1	woman	265	20:44:09.983748
116	1	woman	138	20:44:09.983779
116	2	man	214	20:44:09.983801
116	2	man	247	20:44:09.983818
116	2	man	110	20:44:09.983874
117	1	woman	238	20:45:29.978088
117	1	woman	266	20:45:29.978191
117	1	woman	143	20:45:29.978231
117	2	man	222	20:45:29.978259
117	2	man	161	20:45:29.978287
117	2	man	110	20:45:29.978310
117	3	man	233	20:45:29.978334
117	3	man	262	20:45:29.978355
118	1	woman	238	20:46:51.590110
118	1	woman	248	20:46:51.590237
118	1	woman	280	20:46:51.590341
118	2	man	212	20:46:51.590375
118	2	man	202	20:46:51.590402
118	2	man	40	20:46:51.590485
118	3	woman	168	20:46:51.590516
118	3	woman	368	20:46:51.590560
118	4	man	227	20:46:51.590587
118	4	man	187	20:46:51.590612
118	4	man	101	20:46:51.590633
118	4	man	92	20:46:51.590657
118	5	woman	161	20:46:51.590681
118	5	woman	143	20:46:51.590706
118	6	man	227	20:46:51.590729
118	6	man	190	20:46:51.590749
118	6	man	100	20:46:51.590766
118	6	man	94	20:46:51.590783
118	7	woman	239	20:46:51.590804
118	7	woman	250	20:46:51.590822
118	7	woman	290	20:46:51.590855
118	8	woman	168	20:46:51.590878
118	8	woman	143	20:46:51.590896
118	9	woman	238	20:46:51.590915
118	9	woman	266	20:46:51.590932
118	9	woman	118	20:46:51.590956
118	10	woman	210	20:46:51.590977
118	10	woman	202	20:46:51.590996
118	10	woman	344	20:46:51.591027
119	1	woman	202	20:48:21.460850
119	1	woman	439	20:48:21.461022
119	2	man	234	20:48:21.461057
119	2	man	245	20:48:21.461083
119	2	man	53	20:48:21.461153
120	1	woman	203	20:49:52.363859
120	1	woman	157	20:49:52.364013
120	1	woman	121	20:49:52.364055
120	2	woman	239	20:49:52.364085
120	2	woman	254	20:49:52.364110
120	2	woman	305	20:49:52.364186
120	3	man	228	20:49:52.364214
120	3	man	183	20:49:52.364266
120	3	man	103	20:49:52.364291
120	3	man	97	20:49:52.364313
120	4	man	238	20:49:52.364336
120	4	man	201	20:49:52.364359
120	4	man	17	20:49:52.364380
121	1	woman	56	20:51:26.555080
121	1	woman	56	20:51:26.555167
121	2	man	213	20:51:26.555192
121	2	man	244	20:51:26.555208
121	2	man	39	20:51:26.555269
121	3	man	203	20:51:26.555285
121	3	man	154	20:51:26.555297
121	3	man	108	20:51:26.555308
121	4	man	227	20:51:26.555321
121	4	man	182	20:51:26.555334
121	4	man	101	20:51:26.555344
121	4	man	90	20:51:26.555354
121	5	man	233	20:51:26.555366
121	5	man	243	20:51:26.555377
121	5	man	83	20:51:26.555399
121	6	man	222	20:51:26.555411
121	6	man	253	20:51:26.555422
121	6	man	41	20:51:26.555443
121	7	man	221	20:51:26.555481
121	7	man	251	20:51:26.555492
121	7	man	49	20:51:26.555513
121	8	woman	238	20:51:26.555527
121	8	woman	417	20:51:26.555575
121	8	woman	166	20:51:26.555588
121	9	man	175	20:51:26.555602
121	9	man	205	20:51:26.555612
121	9	man	43	20:51:26.555633
122	1	man	234	20:53:10.946412
122	1	man	260	20:53:10.946508
122	2	woman	171	20:53:10.946538
122	2	woman	54	20:53:10.946554
122	2	woman	127	20:53:10.946579
123	1	man	235	20:54:56.794723
123	1	man	244	20:54:56.794824
123	1	man	19	20:54:56.794901
123	2	woman	180	20:54:56.794926
123	2	woman	54	20:54:56.794942
123	2	woman	132	20:54:56.794964
124	1	man	216	20:56:44.155390
124	1	man	242	20:56:44.155477
124	1	man	100	20:56:44.155542
124	2	woman	68	20:56:44.155560
124	2	woman	75	20:56:44.155572
125	1	woman	254	20:58:33.087909
125	1	woman	138	20:58:33.088017
125	1	woman	197	20:58:33.088045
125	1	woman	297	20:58:33.088147
125	2	man	235	20:58:33.088172
125	2	man	195	20:58:33.088188
125	2	man	17	20:58:33.088203
126	1	man	222	21:00:23.671982
126	1	man	250	21:00:23.672099
126	1	man	10	21:00:23.672170
126	2	woman	181	21:00:23.672192
126	2	woman	54	21:00:23.672204
126	2	woman	117	21:00:23.672237
127	1	woman	228	21:02:15.995961
127	1	woman	251	21:02:15.996045
127	1	woman	53	21:02:15.996065
127	2	man	235	21:02:15.996083
127	2	man	199	21:02:15.996098
127	2	man	17	21:02:15.996109
127	3	man	220	21:02:15.996141
127	3	man	245	21:02:15.996153
127	3	man	439	21:02:15.996210
127	4	man	215	21:02:15.996225
127	4	man	253	21:02:15.996237
127	4	man	28	21:02:15.996277
127	5	man	216	21:02:15.996290
127	5	man	250	21:02:15.996300
127	5	man	68	21:02:15.996320
128	1	child	446	21:04:15.954253
128	1	child	466	21:04:15.954348
128	2	man	229	21:04:15.954381
128	2	man	256	21:04:15.954399
128	2	man	12	21:04:15.954468
128	3	man	223	21:04:15.954486
128	3	man	255	21:04:15.954499
128	3	man	14	21:04:15.954533
128	4	woman	230	21:04:15.954549
128	4	woman	243	21:04:15.954563
128	4	woman	57	21:04:15.954575
128	5	man	236	21:04:15.954590
128	5	man	196	21:04:15.954605
128	5	man	17	21:04:15.954617
128	6	man	235	21:04:15.954630
128	6	man	196	21:04:15.954642
128	6	man	19	21:04:15.954653
128	7	man	235	21:04:15.954667
128	7	man	192	21:04:15.954679
128	7	man	19	21:04:15.954691
128	8	man	221	21:04:15.954706
128	8	man	240	21:04:15.954718
128	8	man	322	21:04:15.954764
128	9	man	224	21:04:15.954778
128	9	man	242	21:04:15.954789
128	9	man	363	21:04:15.954810
128	10	man	221	21:04:15.954822
128	10	man	248	21:04:15.954833
128	10	man	56	21:04:15.954854
128	11	man	178	21:04:15.954869
128	11	man	208	21:04:15.954880
128	11	man	48	21:04:15.954900
128	12	woman	159	21:04:15.954914
128	12	woman	137	21:04:15.954926
129	1	woman	248	21:06:44.049201
129	1	woman	136	21:06:44.049311
129	1	woman	198	21:06:44.049344
129	1	woman	324	21:06:44.049420
129	2	woman	248	21:06:44.049453
129	2	woman	133	21:06:44.049499
129	2	woman	193	21:06:44.049528
129	2	woman	415	21:06:44.049565
